split,unit,template_id,slice,family,size,seed,placement_jitter,canonical_config,horizon,optimal_actions,n_free_cells,betti_z2,betti_z2_sealed
train,Chambers2-100,TopoGym/Chambers2-100-v0,GridWorld2D,Chambers,100,2005,6,TG-GridWorld2D-S100-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j6-open-slip0-seed2005,340,113,9946,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2000,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2000,190,61,2446,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2001,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2001,200,66,2446,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2002,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2002,190,61,2446,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2003,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2003,180,60,2446,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2004,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2004,210,67,2446,1 0 0,3 2 0
train,Chambers2-50,TopoGym/Chambers2-50-v0,GridWorld2D,Chambers,50,2005,3,TG-GridWorld2D-S50-C2-D0-cs8-ds8-sep2-shpSq-per-bl-j3-open-slip0-seed2005,190,62,2446,1 0 0,3 2 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2000,0,TG-Texture-ClownChase-seed2000,130,42,3465,1 3 0,2 4 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2001,0,TG-Texture-ClownChase-seed2001,90,27,3465,1 3 0,2 4 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2002,0,TG-Texture-ClownChase-seed2002,140,44,3465,1 3 0,2 4 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2003,0,TG-Texture-ClownChase-seed2003,160,53,3465,1 3 0,2 4 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2004,0,TG-Texture-ClownChase-seed2004,170,56,3465,1 3 0,2 4 0
train,ClownChase,TopoGym/ClownChase-v0,Texture,ClownChase,60,2005,0,TG-Texture-ClownChase-seed2005,90,27,3465,1 3 0,2 4 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2000,310,102,9973,1 0 0,2 1 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2001,350,116,9973,1 0 0,2 1 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2002,320,106,9973,1 0 0,2 1 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2003,330,108,9973,1 0 0,2 1 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2004,340,113,9973,1 0 0,2 1 0
train,Decoys0-100,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2005,340,113,9973,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2000,170,55,2473,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2001,200,66,2473,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2002,190,62,2473,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2003,180,57,2473,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2004,190,61,2473,1 0 0,2 1 0
train,Decoys0-50,TopoGym/Decoys0-50-v0,GridWorld2D,Decoys,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2005,190,62,2473,1 0 0,2 1 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2000,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2000,310,102,9909,1 1 0,2 2 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2001,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2001,350,116,9909,1 1 0,2 2 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2002,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2002,320,106,9909,1 1 0,2 2 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2003,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2003,330,108,9909,1 1 0,2 2 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2004,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2004,340,113,9909,1 1 0,2 2 0
train,Decoys1-100,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,100,2005,6,TG-GridWorld2D-S100-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2005,340,113,9909,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2000,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2000,170,55,2409,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2001,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2001,200,66,2409,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2002,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2002,190,62,2409,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2003,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2003,180,57,2409,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2004,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2004,190,61,2409,1 1 0,2 2 0
train,Decoys1-50,TopoGym/Decoys1-50-v0,GridWorld2D,Decoys,50,2005,3,TG-GridWorld2D-S50-C1-D1-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2005,190,62,2409,1 1 0,2 2 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2000,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2000,310,102,9845,1 2 0,2 3 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2001,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2001,350,116,9845,1 2 0,2 3 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2002,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2002,320,106,9845,1 2 0,2 3 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2003,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2003,330,108,9845,1 2 0,2 3 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2004,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2004,340,113,9845,1 2 0,2 3 0
train,Decoys2-100,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,100,2005,6,TG-GridWorld2D-S100-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2005,340,113,9845,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2000,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2000,170,55,2345,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2001,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2001,200,66,2345,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2002,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2002,190,62,2345,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2003,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2003,180,57,2345,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2004,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2004,190,61,2345,1 2 0,2 3 0
train,Decoys2-50,TopoGym/Decoys2-50-v0,GridWorld2D,Decoys,50,2005,3,TG-GridWorld2D-S50-C1-D2-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2005,190,62,2345,1 2 0,2 3 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2000,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2000,310,102,9717,1 4 0,2 5 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2001,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2001,350,116,9717,1 4 0,2 5 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2002,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2002,320,106,9717,1 4 0,2 5 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2003,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2003,330,108,9717,1 4 0,2 5 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2004,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2004,340,113,9717,1 4 0,2 5 0
train,Decoys4-100,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,100,2005,6,TG-GridWorld2D-S100-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2005,340,113,9717,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2000,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2000,170,55,2217,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2001,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2001,200,66,2217,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2002,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2002,190,62,2217,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2003,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2003,180,57,2217,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2004,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2004,190,61,2217,1 4 0,2 5 0
train,Decoys4-50,TopoGym/Decoys4-50-v0,GridWorld2D,Decoys,50,2005,3,TG-GridWorld2D-S50-C1-D4-cs8-ds8-sep2-shpSq-ctr-ring-bl-j3-open-slip0-seed2005,190,62,2217,1 4 0,2 5 0
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2000,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2000,310,102,9461,1 8 0,2 9 0
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2001,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2001,350,116,9461,1 8 0,2 9 0
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2002,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2002,320,106,9461,1 8 0,2 9 0
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2003,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2003,330,108,9461,1 8 0,2 9 0
train,Decoys8-100,TopoGym/Decoys8-50-v0,GridWorld2D,Decoys,100,2004,6,TG-GridWorld2D-S100-C1-D8-cs8-ds8-sep2-shpSq-ctr-ring-bl-j6-open-slip0-seed2004,340,113,9461,1 8 0,2 9 0
